Quartier;Libellé;Largeur;Longueur;Arrondissement;Début;Fin
Arts et Métiers.;rue Notre-Dame de Nazareth;11.0;605.0;IIIe;rue de Turbigo, 89, et rue du Temple, 201.;boulevard de Sébastopol, 104.
Enfants Rouges. Archives. Sainte-Avoye.;rue Pastourelle;12.0;274.0;IIIe;rue Charlot, 17.;rue du Temple, 124.
Arts et Métiers.;rue des Fontaines du Temple;10.0;160.0;IIIe;rue du Temple, 181.;rue de Turbigo, 58.
Enfants Rouges.;rue Gabriel Vicaire;12.0;65.0;IIIe;rue Perrée, 12.;rue Dupetit-Thouars, 11.
Enfants Rouges. Archives. Saint-Gervais. Arsenal.;rue de Turenne;13.0;1130.0;IIIe,IVe;rue Saint-Antoine, 72.;rue Charlot, 70.
Saint-Gervais.;rue Charlemagne;5.0;236.0;IVe;rue Saint-Paul, 31.;rue des Nonnains d'Hyères, 14, et de Fourcy, 2.
Saint-Gervais.;rue des Guillemites;10.0;88.0;IVe;rue Sainte-Croix de la Bretonnerie, 10.;rue des Blancs Manteaux, 9.
Faubourg Montmartre.;passage Verdeau;3.75;75.0;IXe;rue de la Grange Batelière, 6.;rue du Faubourg Montmartre, 31 bis.
Grandes Carrières.;rue Puget;7.6;65.0;XVIIIe;rue Lepic, 2 et boulevard de Clichy, 80.;rue Coustou, 11.
Batignolles.;place Paul Tortelier;19.0;27.0;XVIIe;rue Marguerite Long, 20.;rue Stéphane Grappelli, 2.
Charonne.;rue Monte Cristo;15.0;213.0;XXe;rue de Bagnolet, 26.;rue Alexandre Dumas, 81.
Charonne.;voie EE/20;10.0;130.0;XXe;boulevard Périphérique extérieur est.;place de la Porte de Montreuil.
Père Lachaise.;rue Dupont De L'Eure;10.0;136.0;XXe;avenue Gambetta, 115.;rue Villiers de l'Isle Adam, 102.
Charonne.;square Patenne;15.0;81.0;XXe;rue Frédéric Loliée, 3.;rue de la Plaine, 66.
Charonne.;villa des Pyrénées;8.0;45.0;XXe;rue des Pyrénées, 75.;en impasse
Charonne.;impasse Rançon;3.0;67.0;XXe;rue des Vignoles, 84.;
Saint-Fargeau.;rue Pierre Soulié;6.0;235.0;XXe;rue Hoche (Bagnolet).;rue de Noisy le Sec.
Saint-Fargeau.;passage du Télégraphe;3.5;85.0;XXe;rue du Télégraphe, 39.;rue Pelleport, 178.
Saint-Fargeau.;voie FI/20;5.0;200.0;XXe;voie FH/20, et  rue Parmentier (à Bagnolet).;avenue Ibsen.
Gare.;voie FN/13;6.0;30.0;XIIIe;rue Albert Einstein, 23.;place Aurélie Nemours.
Ternes.;rue Jules Renard;12.0;44.0;XVIIe;rue Claude Debussy.;rue Alexandre Charpentier.
Javel.;allée Isadora Duncan;;114.0;XVe;rue de la Convention, 68.;voie DC/15, 5.
Combat.;rue Cavendish;12.0;330.0;XIXe;rue Manin, 63.;rue de Meaux, 84.
Amérique.;villa de Cronstadt;3.0;69.0;XIXe;rue du Général Brunet, 21.;rue Miguel Hidalgo, 18.
Muette.;rue des Marronniers;8.0;214.0;XVIe;rue Raynouard, 74-78.;rue de Boulainvilliers, 40.
Amérique.;villa des Iris;3.0;53.0;XIXe;passage des Mauxins, 1.;en impasse
Chaillot.;rue Duret;12.0;310.0;XVIe;avenue Foch, 48.;place du Général Patton, 61 bis.
Auteuil.;rue Géricault;12.0;90.0;XVIe;rue d'Auteuil, 52.;rue Poussin, 27.
Auteuil.;rue Auguste Maquet;12.0;112.0;XVIe;boulevard Exelmans, 5 bis.;boulevard Murat, 185.
Muette.;rue Mignard;10.0;156.0;XVIe;avenue Henri Martin, 83.;rue de Siam, 18 et rue Guy de Maupassant, 2.
Porte Dauphine.;rue de Noisiel;12.0;86.0;XVIe;rue Emile Ménier, 41.;rue Spontini, 23, et rue Charles Lamoureux.
Auteuil.;rue des Perchamps;12.0;240.0;XVIe;rue d'Auteuil, 20.;rue Jean de La Fontaine, 59 bis.
Muette.;square Pétrarque;5.5;82.0;XVIe;rue Scheffer, 31.;en impasse
Père Lachaise.;place Carmen;15.0;45.0;XXe;rue des Amandiers, 77.;
Batignolles.;rue Boursault;15.0;556.0;XVIIe;boulevard des Batignolles, 62.;place Charles Fillion, 1.
Clignancourt.;place Charles Bernard;0.0;0.0;XVIIIe;rue du Poteau, 16.;rue Duhesme, 68, et rue Letort, 1.
Clignancourt.;rue des Portes Blanches;12.0;129.0;XVIIIe;rue des Poissonniers, 71.;boulevard Ornano, 4 et rue Boinod, 2.
Grandes Carrières.;rue Jean-Henri Fabre;12.0;630.0;XVIIIe;avenue de la Porte de Clignancourt.;avenue de la Porte de Montmartre.
Père Lachaise.;square Brizeux;10.0;125.0;XXe;rue de la Chine, 48.;rue de Ménilmontant, 136.
Ternes.;avenue Carnot;40.0;299.0;XVIIe;place Charles de Gaulle.;rue des Acacias, 40.
Epinettes.;rue Floréal;10.8;220.0;XVIIe;rue Arago à la limite du territoire de Saint-Ouen.;boulevard du Bois le Prêtre.
Grenelle.;boulevard de Grenelle;42.0;1220.0;XVe;place des Martyrs Juifs du Vélodrome d'Hiver.;place Cambronne, 1.
Javel.;rue Jean Maridor;12.0;266.0;XVe;avenue Félix Faure, 81.;rue Lecourbe, 290.
Necker.;rue Mathurin Régnier;12.0;361.0;XVe;rue de Vaugirard, 235 bis.;en impasse au-delà de la rue Dutot et dans la villa La Fresnaye.
Javel.;rue Varet;8.0;300.0;XVe;rue Saint-Charles, 197 bis.;rue de Lourmel, 154-164.
Clignancourt.;rue Ronsard;12.0;152.0;XVIIIe;place Saint-Pierre.;rues Paul Albert, Charles Nodier et place Louise Blanquart.
Grenelle. Javel. Auteuil. Muette.;pont de Grenelle-Cadets de Saumur;30.0;230.0;XVe,XVIe;rue Maurice Bourdet.;quai de Grenelle, et quai André Citroën.
Grenelle. Muette.;pont de Bir-Hakeim;25.0;250.0;XVe,XVIe;avenue du Président Kennedy.;quai de Grenelle.
Auteuil.;rue du Docteur Blanche;18.0;530.0;XVIe;rue de l'Assomption, 83.;rue Raffet, 34.
Auteuil.;avenue Boudon;15.0;128.0;XVIe;rue du Père Brottier, et rue Jean de La Fontaine, 43.;rue George Sand, 12.
Auteuil.;rue du Pré Aux Chevaux;10.0;39.0;XVIe;rue Gros, 8.;rue de Boulainvilliers, 5.
Madeleine. Faubourg du Roule.;rue du Faubourg Saint-Honoré;14.5;2070.0;VIIIe;rue Royale, 15-19.;avenue de Wagram, 46 et place des Ternes, 2.
Faubourg du Roule.;rue Saint-Philippe Du Roule;12.0;100.0;VIIIe;rue du Faubourg Saint-Honoré, 129.;rue du Commandant Rivière, 12, et rue d'Artois, 14.
Saint-Vincent de Paul.;place Franz Liszt;0.0;0.0;Xe;intersection des rues La Fayette, d'Abbeville, des Petits Hôtels, Fénelon, Bossuet et d'Hauteville.;
Saint-Victor. Jardin des Plantes. Val de Grâce. Sorbonne.;rue Mouffetard;7.0;605.0;Ve;rue Thouin, 3.;rue Censier et rue Pascal, 2.
Père Lachaise.;rue des Pruniers;4.0;125.0;XXe;voie EA/20.;avenue Gambetta, 21.
Père Lachaise.;rue de Tlemcen;10.0;281.0;XXe;boulevard de Ménilmontant, 76.;rue des Amandiers, 61.
Porte Saint-Denis.;rue Léon Schwartzenberg;4.0;73.0;Xe;square Alban Satragne.;cour de la Ferme Saint-Lazare.
Pont de Flandre.;rue Chana Orloff;14.0;84.0;XIXe;boulevard Macdonald, 150b.;rue Emile Bollaert, 23.
Goutte d'Or.;voie CX/18;15.0;;XVIIIe;boulevard Ney, 68.;
Chaillot.;villa Malakoff;4.0;68.0;XVIe;avenue Raymond Poincaré, 32.;en impasse
Auteuil.;avenue Georges Risler;7.0;14.0;XVIe;rue Claude Lorrain, 19.;villa Cheysson.
Epinettes.;rue Baron;12.0;245.0;XVIIe;rue de La Jonquière, 56.;rue Navier, 51.
Porte Dauphine. Muette.;rue Decamps;10.0;550.0;XVIe;place de Mexico, 5.;rue de la Tour, 110 et rue de la Pompe, 66.
Croulebarbe.;square Arago;12.0;36.0;XIIIe;boulevard Arago, 44.;en impasse
Gare.;voie DU/13;10.0;110.0;XIIIe;boulevard Périphérique intérieur sud.;rue Jean-Baptiste Berlier.
Gare.;rue Dupuy De Lôme;15.0;120.0;XIIIe;rue Péan, 3.;avenue de la Porte d'Ivry, 44.
Belleville.;cour de la Métairie;3.5;86.0;XXe;rue de Belleville, 92 et rue des Pyrénées, 401.;en impasse
Maison Blanche.;rue Annie Girardot;16.0;110.0;XIIIe;place de Rungis, 1 et rue Brillat-Savarin, 31.;rue des Longues Raies.
Epinettes.;rue Gilbert Cesbron;10.0;306.0;XVIIe;en boucle, 183, avenue de Clichy.;
Epinettes.;rue Mère Teresa;20.0;40.0;XVIIe;rue de Saussure, 114 bis.;rue Mstislav Rostropovitch, 27.
Ternes.;place Saint-Ferdinand;0.0;0.0;XVIIe;à l'intersection des rues Brunel et Saint-Ferdinand.;
Clignancourt. Goutte d'Or.;boulevard Barbès;30.0;835.0;XVIIIe;boulevard de Rochechouart, 2, et boulevard de la Chapelle, 126.;rue Ordener, 75.
Salpêtrière.;rue Pinel;20.0;225.0;XIIIe;place Pinel, 9 et rue de Campo-Formio, 1.;boulevard de l'Hôpital, 137.
Gare.;rue Baptiste Renard;12.0;98.0;XIIIe;rue du Château des Rentiers, 105.;rue Nationale, 94 et place du Docteur Navarre.
Charonne.;impasse des Souhaits;2.5;67.0;XXe;rue des Vignoles, 31.;
Roquette.;passage Courtois;6.0;260.0;XIe;rue Léon Frot, 62.;rue de la Folie-Regnault, 16.
Sainte-Marguerite.;passage Dumas;4.8;290.0;XIe;boulevard Voltaire, 213.;rue Voltaire, 22.
Sainte-Marguerite.;rue de la Forge Royale;12.0;220.0;XIe;rue du Faubourg Saint-Antoine, 165.;rue Charles Delescluze et esplanade Renée Lebas.
Picpus.;rue d'Artagnan;5.0;114.0;XIIe;rue du Colonel Rozanoff, 21.;en impasse
Picpus.;carrefour de Beauté;0.0;0.0;XIIe;intersection des avenues de la Belle Gabrielle, de Joinville (Nogent-sur-Marne), de l'avenue du Tremblay, de la route de la Ferme et de la partie de la route Nationale n° 186, dans le bois de Vincennes.;
Grandes Carrières.;rue Joséphine;5.5;25.0;XVIIIe;rue Damrémont, 117.;en impasse
Ternes.;rue Charles Tournemire;10.0;155.0;XVIIe;avenue de la Porte de Champerret, 5.;avenue de la Porte de Villiers, 20.
Grandes Carrières.;rue de l'Abreuvoir;9.0;133.0;XVIIIe;rue des Saules, 9.;place Dalida.
Clignancourt.;rue des Amiraux;12.0;250.0;XVIIIe;rue des Poissonniers, 119.;rue de Clignancourt, 134.
Chapelle.;rue du Canada;9.0;70.0;XVIIIe;rue Riquet, 84.;rue de la Guadeloupe, 5.
Goutte d'Or. Chapelle.;avenue de la Porte de la Chapelle;70.0;350.0;XVIIIe;boulevard Ney.;avenue du Président Wilson, à la limite du territoire de Saint-Denis.
Grandes Carrières.;cité du Midi;3.5;100.0;XVIIIe;boulevard de Clichy, 48.;en impasse
Grandes Carrières.;cité Pilleux;3.8;113.0;XVIIIe;avenue de Saint-Ouen, 30.;rue Ganneron, 45.
Chapelle.;rue du Pré;8.0;54.0;XVIIIe;rue de la Chapelle, 92.;en impasse
Villette. Chapelle.;rue du Département;12.0;595.0;XVIIIe,XIXe;rue de Tanger, 9.;rue Marx Dormoy, 34.
Saint-Fargeau.;villa Gagliardini;19.7;91.0;XXe;rue Haxo, 100-104.;villa Dury-Vasselon.
Père Lachaise.;rue Ligner;5.0;250.0;XXe;rue de Bagnolet, 39.;rue de Bagnolet, 55.
Amérique.;rue David d'Angers;20.0;655.0;XIXe;rue d'Hautpoul, 34 et rue Manin, 24.;boulevard Sérurier, 121.
Amérique.;rue d'Hautpoul;8.0;710.0;XIXe;rue de Crimée, 56.;avenue Jean Jaurès, 140.
Amérique.;rue des Lilas;15.0;371.0;XIXe;rue du Pré Saint-Gervais, 25 et rue Louise Thuliez, 13.;boulevard Sérurier, 117.
Villette.;rue de l'Oise;12.0;63.0;XIXe;quai de l'Oise, 9.;rue de l'Ourcq, 47 bis et 49.
Porte Dauphine.;allée des Poteaux;0.0;400.0;XVIe;route de la Porte Dauphine à la Porte des Sablons.;allée Saint-Denis.
Gare.;rue Michel Bréal;10.0;43.0;XIIIe;rue Dupuy de Lôme.;boulevard Masséna, 65.
Salpêtrière.;voie EA/13;20.0;80.0;XIIIe;avenue Pierre Mendès France.;en impasse.
Croulebarbe.;rue Gustave Geffroy;8.0;130.0;XIIIe;rue des Gobelins, 7.;rue Berbier du Mets.
Saint-Lambert.;place Jacques Marette;0.0;0.0;XVe;au débouché de la rue de Cronstadt, sur la rue des Morillons face à l'entrée principale du parc Georges Brassens.;
Saint-Lambert.;place Hubert Monmarché;25.0;30.0;XVe;entre les rues Péclet, rue Petel, rue Lecourbe, et d'autre part, la partie de la rue Péclet comprise entre ce plateau et une partie de la façade de la mairie annexe du XVe arrondissement.;
Saint-Lambert.;rue François Mouthon;12.0;110.0;XVe;rue Lecourbe, 245-249.;rue Jacques Mawas, 6-10.
Saint-Lambert.;place de la Porte de Versailles;0.0;0.0;XVe;à la rencontre des boulevards Lefebvre et Victor et de l'avenue Ernest Renan.;
Saint-Lambert.;rue François Villon;10.0;210.0;XVe;rue d'Alleray, 2.;rue Victor Duruy, 5.
Auteuil.;rue Florence Blumenthal;15.0;70.0;XVIe;avenue de Versailles, 30-34.;rue Félicien David, 9-13.
Auteuil.;voie BZ/16;9.0;200.0;XVIe;avenue de la Porte de Saint-Cloud.;boulevard Périphérique intérieur ouest.
Muette.;rue Chernoviz;14.25;150.0;XVIe;rue Raynouard, 24.;rue de Passy, 35.
Auteuil.;voie CN/16;10.0;55.0;XVIe;avenue de la Porte d'Auteuil.;route de Boulogne à Passy.
Porte Dauphine.;chemin des Lacs À La Porte Dauphine;3.0;730.0;XVIe;route de Suresnes.;chemin de Ceinture du Lac Inférieur.
Auteuil.;rue du Sergent Maginot;20.0;140.0;XVIe;rue du Général Roques et place du Général Stéfanik.;avenue du Parc des Princes 23, et rue de l'Arioste, 3.
Muette.;avenue Albert Ier de Monaco;15.0;150.0;XVIe;place de Varsovie.;au palais de Chaillot.
Auteuil.;avenue de Rouvray;12.0;56.0;XVIe;rue Boileau, 20.;en impasse
Notre-Dame.;promenade Maurice Carême;5.0;115.0;IVe;Pont au Double.;Petit Pont.
Halles.;passage de la Reine de Hongrie;1.6;45.0;Ier;rue Montorgueil, 17.;rue Montmartre, 16.
Palais Royal. Gaillon. Vivienne.;rue Sainte-Anne;10.0;440.0;Ier,IIe;avenue de l'Opéra, 12.;rue Saint-Augustin, 13.
Mail.;rue Léon Cladel;10.0;60.0;IIe;rue Montmartre, 111.;rue Réaumur, 130.
Sainte-Avoye.;impasse Beaubourg;7.0;37.0;IIIe;rue Beaubourg, 37.;
Arsenal.;rue Jules Cousin;12.0;42.0;IVe;boulevard Henri IV, 15.;rue du Petit Musc, 10.
Arsenal.;boulevard Morland;20.0;434.0;IVe;quai Henri IV, 2 et boulevard Bourdon, 1.;boulevard Henri IV, 6.
Notre-Dame. Saint-Victor.;pont de la Tournelle;23.0;130.0;IVe,Ve;quai d'Orléans.;quai de la Tournelle.
Saint-Georges.;voie D/9;5.5;51.0;IXe;rue Saint-Lazare, 56.;en impasse
Rochechouart.;rue Turgot;13.0;210.0;IXe;rue de Rochechouart, 53, et rue Condorcet, 32.;avenue Trudaine, 15.
Gare.;rue du Château des Rentiers;15.0;1415.0;XIIIe;boulevard Masséna, 52.;boulevard Vincent Auriol, 171.
Maison Blanche.;rue Tagore;12.0;126.0;XIIIe;rue Gandon, 28.;avenue d'Italie, 143.
Gare.;place de Vénétie;58.0;61.0;XIIIe;avenue de Choisy, 18.;
Petit Montrouge.;place du Vingt-Cinq Août 1944;70.0;78.0;XIVe;entre les boulevards Brune et Jourdan et les avenues Ernest Reyer et Paul Appell.;
Parc de Montsouris.;voie BG/14;10.0;100.0;XIVe;boulevard Périphérique extérieur sud.;avenue Pierre de Coubertin.
Parc de Montsouris.;avenue du Docteur Lannelongue;14.0;250.0;XIVe;avenue Pierre Masse.;boulevard Romain Rolland.
Plaisance.;rue du Colonel Monteil;15.0;36.0;XIVe;boulevard Brune, 36.;rue Maurice Bouchor, 3.
Petit Montrouge.;villa Virginie;5.5;119.0;XIVe;rue du Père Corentin, 66.;avenue du Général Leclerc, 115.
Gare.;boulevard Hippolyte Marquès;8.0;515.0;XIIIe;avenue de la Porte d'Ivry.;avenue de la Porte de Choisy.
Villette.;rue Suzanne Masson;10.0;158.0;XIXe;avenue de Flandre, 57.;rue de Tanger, 30.
Saint-Ambroise. Père Lachaise.;allée Zabel Essayan;;;XIe,XXe;terre-plein central du boulevard de Ménilmontant, commençant avenue de la République et finissant rue de Tlemcen et rue Spinoza.;
Plaisance.;rue du Lieutenant Lapeyre;15.0;35.0;XIVe;boulevard Brune, 46.;rue du Général Séré de Rivières, 3.
Plaisance.;rue Niepce;13.0;120.0;XIVe;rue de l'Ouest, 79.;rue Raymond Losserand, 58.
Plaisance.;place du Lieutenant Stéphane Piobetta;0.0;0.0;XIVe;avenue Villemain.;rue d'Alésia.
Sainte-Marguerite.;avenue de Taillebourg;38.0;155.0;XIe;place de la Nation, 11 bis.;boulevard de Charonne, 23.
Bercy.;rue Charles Bossut;20.0;30.0;XIIe;rue du Charolais, 74.;avenue Daumesnil, 98.
Necker.;rue du Docteur Roux;20.0;365.0;XVe;boulevard Pasteur, 34-40.;rue Vigée-Lebrun, 1, et rue des Volontaires, 49.
Grenelle.;rue Violet;12.0;620.0;XVe;boulevard de Grenelle, 94.;place Violet, 5.
Muette.;rue Cortambert;12.0;460.0;XVIe;rue Scheffer, 45.;place Possoz, 6.
Villette.;rue Jean Nohain;10.0;25.0;XIXe;rue Clovis Hugues, 2.;en impasse
Javel.;rue du Pic de Barrette;11.0;82.0;XVe;rue Cauchy, 30.;rue de la Montagne de l'Espérou, 31.
Auteuil.;allée Charles Brennus;2.5;226.0;XVIe;avenue du Général Sarrail, 26.;rue Nungesser et Coli, 23.
Saint-Merri.;place de l'Hôtel de Ville-esplanade de la Libération;82.0;155.0;IVe;quai de Gesvres, 2, et quai de l'Hôtel de Ville.;rue de Rivoli, 31.
Pont de Flandre.;rue Ella Fitzgerald;11.0;100.0;XIXe;rue de la Clôture, 22.;berge du canal de l'Ourcq.
Saint-Gervais.;rue des Jardins Saint-Paul;9.0;175.0;IVe;quai des Célestins, 28.;rue Charlemagne, 7.
Gros Caillou.;avenue Charles Risler;25.0;220.0;VIIe;allée Adrienne Lecouvreur.;allée Thomy-Thierry.
Halles.;porte du Pont Neuf;2.8;24.0;Ier;1° tronçon: rue Berger, au droit de la place Maurice Quentin. / 2° tronçon: entre le 1° tronçon et la place Carrée.;
Palais Royal.;place du Palais Royal;80.0;40.0;Ier;rue de Rivoli, 168.;rue Saint-Honoré, 155.
Palais Royal. Vivienne.;rue de Richelieu;12.0;990.0;Ier,IIe;place André Malraux, 2, et place Colette.;boulevard des Italiens, 1 et boulevard Montmartre, 23.
Halles. Bonne Nouvelle. Sainte-Avoye. Arts et Métiers.;rue de Turbigo;20.0;1165.0;Ier,IIe,IIIe;rue Montorgueil, 8-18.;rue Notre-Dame de Nazareth, 1, et rue du Temple, 199.
Bonne Nouvelle.;rue de Palestro;12.0;310.0;IIe;rue de Turbigo, 29.;rue du Caire, 7.
Notre-Dame.;rue des Ursins;6.0;113.0;IVe;rue des Chantres, 2, et Quai aux Fleurs, 11.;rue de la Colombe, 1.
Saint-Georges.;rue Duperré;12.0;189.0;IXe;place Pigalle, 11.;rue de Douai, 20 bis.
Saint-Georges.;cité Monthiers;3.0;103.0;IXe;rue de Clichy, 55.;rue d'Amsterdam, 72 bis.
Faubourg Montmartre.;rue du Faubourg Montmartre;20.0;635.0;IXe;boulevard Montmartre, 2 et boulevard Poissonnière, 32.;rue Fléchier, 4 et rue Lamartine, 43.
Jardin des Plantes.;place Bernard Halpern;0.0;0.0;Ve;entre les rues des Patriarches, Daubenton et du Marché des Patriarches.;
Sorbonne.;rue des Trois Portes;8.0;76.0;Ve;rue Frédéric Sauton, 10.;rue de l'Hôtel Colbert, 13, et rue Lagrange, 11.
Notre-Dame des Champs.;square Saint-Romain;12.0;31.0;VIe;rue Saint-Romain, 9.;en impasse
Ecole Militaire.;esplanade du Souvenir Français;50.0;161.0;VIIe;avenue de Breteuil, comprise entre la place Vauban, et la rue d'Estrées.;
Champs Elysées.;cours Albert Ier;74.0;580.0;VIIIe;place du Canada.;place de l'Alma.
Picpus.;route du Point de Vue;8.0;520.0;XIIe;avenue de Gravelle.;route du Pesage.
Faubourg du Roule. Europe. Ternes. Plaine de Monceaux.;boulevard de Courcelles;36.0;1160.0;VIIIe,XVIIe;avenue de Villiers, 1, et place Prosper Goubaux, 5.;place des Ternes, 4.
Faubourg du Roule. Ternes.;rue de Tilsitt;12.0;460.0;VIIIe,XVIIe;avenue des Champs Élysées, 154.;avenue de la Grande Armée, 2.
Porte Saint-Martin.;passage des Récollets;4.8;206.0;Xe;rue du Faubourg Saint-Martin, 122.;rue des Récollets, 17-21.
Hôpital Saint-Louis.;rue Charles Robin;12.0;28.0;Xe;avenue Claude Vellefaux, 37.;rue de la Grange aux Belles, 38.
Roquette.;voie A/11;4.0;24.0;XIe;boulevard de Ménilmontant, 39.;en impasse.
Sainte-Marguerite.;impasse du Bureau;6.0;100.0;XIe;passage du Bureau, 52.;
Folie-Méricourt.;rue de Nemours;10.0;170.0;XIe;rue Oberkampf, 61.;rue Jean-Pierre Timbaud, 44.
Bel Air.;route de la Dame Blanche;6.0;420.0;XIIe;avenue de la Dame Blanche (Vincennes).;rue d'Italie (Vincennes).
Quinze-Vingts.;rue Crémieux;7.5;144.0;XIIe;rue de Bercy, 228.;rue de Lyon, 19.
Petit Montrouge.;rue Brézin;13.0;290.0;XIVe;avenue du Général Leclerc, 46.;avenue du Maine, 171, et rue Pierre Castagnou.
Montparnasse. Plaisance.;rue Deparcieux;10.0;175.0;XIVe;rue Froidevaux, 49.;en impasse, au-delà de la rue Daguerre.
Muette.;boulevard Émile Augier;9.5;640.0;XVIe;rue d'Andigné, 2 et chaussée de la Muette, 10.;place Tattegrain, 3.
Montparnasse. Petit Montrouge.;avenue du Général Leclerc;34.0;1235.0;XIVe;place Denfert-Rochereau, 13-32.;boulevard Brune, 203, et boulevard Jourdan, 110.
Parc de Montsouris. Petit Montrouge.;rue du Professeur Hyacinthe Vincent;30.0;160.0;XIVe;avenue Paul Appell et rue Emile Faguet.;boulevard Périphérique.
Villette.;rue Bellot;8.0;135.0;XIXe;rue de Tanger, 17 bis.;rue d'Aubervilliers, 40.
Villette.;passage de Crimée;9.0;120.0;XIXe;rue de Crimée, 219-223.;rue Curial, 52.
Amérique.;rue du Pré Saint-Gervais;18.0;420.0;XIXe;1° tronçon (A):  rue des Fêtes, 2 et rue de Belleville, 171. / 2° tronçon: rue des Lilas, 2 et rue des Bois, 1.;1° tronçon: rue Petitot, 1 et rue Augustin Thierry, 21. / 2° tronçon: boulevard Sérurier, 74.
Villette.;passage Goix;3.2;124.0;XIXe;rue d'Aubervilliers, 18.;rue du Département, 11.
Combat.;avenue du Général San Martin;9.0;220.0;XIXe;dans le parc des Buttes Chaumont, entre la rue Fessart et l'avenue Secrétan.;
Villette.;cité Pottier;5.5;81.0;XIXe;rue Curial, 44.;en impasse
Amérique.;place Francis Poulenc;0.0;0.0;XIXe;à la rencontre de la rue Erik Satie et allée Darius Milhaud.;
Javel.;voie AD/15;;540.0;XVe;1° tronçon:quai d'Issy-les-Moulineaux. / 2° tronçon : rive paire de la rue Joseph Bara (Issy-les-Moulineaux). / 3° tronçon: ligne SNCF, RER C.;1° tronçon:rue Pégoud.  / 2° tronçon :ligne SNCF, RER C. / 3° tronçon: boulevard Périphérique extérieur sud.
Grenelle.;square Desaix;15.0;103.0;XVe;boulevard de Grenelle, 33.;en impasse
Grenelle.;rue Georges Dumézil;9.0;31.0;XVe;rue Edgar Faure, 14.;allée Marguerite Yourcenar.
Clignancourt.;rue Labat;10.0;520.0;XVIIIe;rue des Poissonniers, 61 et rue Marcadet, 43.;rue Bachelet, 14.
Saint-Fargeau.;rue Henri Dubouillon;11.0;58.0;XXe;rue Haxo, 60.;avenue Gambetta, 199-203.
Necker.;villa Croix Nivert;10.0;242.0;XVe;rue de la Croix Nivert, 31-35.;rue Cambronne, 36.
Grenelle.;impasse de Presles;3.0;74.0;XVe;rue de Presles, 22.;
Grandes Carrières.;passage Daunay;4.0;103.0;XVIIIe;avenue de Saint-Ouen, 122.;avenue de Saint-Ouen, 124.
Auteuil.;rue Michel-Ange;20.0;1156.0;XVIe;rue d'Auteuil, 53.;place de la Porte de Saint-Cloud, 8.
Auteuil.;rue Félicien David;15.0;450.0;XVIe;rue Gros, 19.;rue de Rémusat, 4.
Auteuil.;rue du Commandant Guilbaud;15.0;380.0;XVIe;avenue de la Porte de Saint-Cloud, 26.;rue Claude Farrère, 21.
Saint-Lambert.;avenue Sainte-Eugénie;6.0;106.0;XVe;rue Dombasle, 30.;en impasse
Auteuil.;voie C/16;2.5;60.0;XVIe;boulevard Exelmans, 66.;en impasse
Auteuil.;place du Général Stefanik;60.0;80.0;XVIe;à la rencontre du boulevard Murat et des rues du Sergent Maginot, du Général Roques et du Lieutenant-Colonel Deport.;
Charonne.;rue Lucien Lambeau;5.0;240.0;XXe;rue Louis Lumière, et rue des Docteurs Déjérine.;avenue du Professeur André Lemierre.
